ARTICULO;SABCT;CANAL;ZONA_CONSOLIDADO;Ene-25;Feb-25;Mar-25;Abr-25;May-25;Jun-25;Jul-25;Ago-25;Set-25;Oct-25;Nov-25;Dic-25;Ene-26
IPC-S3E-3M0WE-IMOU;A;MINORISTA;PARURO;306;408;204;238;0;713;0;0;510;0;0;340;0
IPC-S3E-3M0WE-IMOU;A;MINORISTA;PROVINCIA CENTRO;1,252;0;0;170;0;204;0;0;544;204;1,155;578;0
IPC-S3E-3M0WE-IMOU;A;MINORISTA;PROVINCIA NORTE;679;102;0;679;380;102;170;102;68;510;442;170;170
IPC-S3E-3M0WE-IMOU;A;MINORISTA;PROVINCIA SUR;0;586;340;170;0;537;0;638;634;679;164;340;272
IPC-S3E-3M0WE-IMOU;A;MINORISTA;WILSON;204;2,426;102;829;0;136;97;340;849;408;0;34;48
IPC-S3E-3M0WE-IMOU;A;OPERADORES;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;70;0;0;0;0
IPC-S3E-3M0WE-IMOU;A;OPERADORES;PROVINCIA SUR;0;0;0;0;0;35;0;0;0;0;0;0;0
IPC-S3E-5M0WE-IMOU;A;INTEGRADOR;LIMA;0;0;83;43;0;0;0;0;0;0;0;0;530
IPC-S3E-5M0WE-IMOU;A;INTEGRADOR;PROVINCIA NORTE;0;0;42;0;0;0;0;0;0;0;0;0;0
IPC-S3E-5M0WE-IMOU;A;INTEGRADOR;PROVINCIA SUR;0;0;416;0;0;0;0;0;0;0;0;0;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;COMPUPALACE;399;0;0;120;395;0;0;815;0;815;0;0;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;LIMA;0;1,082;0;204;204;0;0;0;204;0;489;0;408
IPC-S3E-5M0WE-IMOU;A;MINORISTA;MALVINAS;239;0;489;815;611;-40;0;0;0;245;1,019;489;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;MARSANO;200;399;0;0;0;0;0;0;0;82;0;0;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;PARURO;998;0;407;0;82;41;0;408;611;0;0;285;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;PROVINCIA CENTRO;0;0;408;408;245;0;0;0;245;326;489;652;245
IPC-S3E-5M0WE-IMOU;A;MINORISTA;PROVINCIA NORTE;399;727;0;815;489;0;0;530;0;285;617;245;0
IPC-S3E-5M0WE-IMOU;A;MINORISTA;PROVINCIA SUR;1,311;1,023;328;204;667;0;169;1,012;450;1,646;958;489;571
IPC-S3E-5M0WE-IMOU;A;MINORISTA;WILSON;997;1,037;201;1,264;1,146;-43;0;163;1,630;973;457;204;-41
IPC-S3E-5M0WE-IMOU;A;OPERADORES;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;0;169;0
IPC-S3E-5M0WE-IMOU;A;OPERADORES;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;0;0;85;0
IPC-S7D-5M0WEZ-IMOU;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;49
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;COMPUPALACE;0;0;0;0;0;266;0;0;425;531;0;0;0
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;LIMA;0;0;0;0;0;266;0;531;744;1,072;0;0;531
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;MALVINAS;0;0;0;0;0;531;0;774;956;531;0;0;3,481
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;MARSANO;0;0;0;0;0;106;0;0;0;212;0;0;0
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;PARURO;0;0;0;0;0;903;0;1,700;531;797;0;0;1,381
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;266;0;659;797;1,304;-478;0;807
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;1,381;0;966;1,062;1,381;-53;0;1,017
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;PROVINCIA SUR;0;0;0;0;0;0;0;1,063;1,053;1,062;0;0;941
IPC-S7D-5M0WEZ-IMOU;A;MINORISTA;WILSON;0;0;0;0;0;1,628;0;2,284;1,898;1,032;0;-53;981
IPC-S7U-11M0WED-IMOU;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;340;0;0;74;0;137
IPC-S7U-11M0WED-IMOU;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;0;68;0
IPC-S7U-11M0WED-IMOU;A;INTEGRADOR;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;340;0;0;63
IPC-S7U-11M0WED-IMOU;A;MINORISTA;COMPUPALACE;0;0;0;340;0;544;0;3,397;0;0;0;0;885
IPC-S7U-11M0WED-IMOU;A;MINORISTA;LIMA;0;0;0;70;0;679;0;408;815;679;0;1,527;379
IPC-S7U-11M0WED-IMOU;A;MINORISTA;MALVINAS;0;0;0;1,427;0;1,165;0;2,417;1,019;1,833;1,481;4,393;632
IPC-S7U-11M0WED-IMOU;A;MINORISTA;MARSANO;0;0;0;340;0;340;0;0;0;0;193;0;0
IPC-S7U-11M0WED-IMOU;A;MINORISTA;PARURO;0;0;0;809;0;1,563;0;4,959;3,397;1,610;0;1,202;2,150
IPC-S7U-11M0WED-IMOU;A;MINORISTA;PROVINCIA CENTRO;0;0;0;340;136;671;0;2,162;1,701;1,180;1,089;1,352;875
IPC-S7U-11M0WED-IMOU;A;MINORISTA;PROVINCIA NORTE;0;0;0;679;0;815;883;3,216;5,239;4,009;2,153;2,783;732
IPC-S7U-11M0WED-IMOU;A;MINORISTA;PROVINCIA SUR;0;0;0;408;72;1,346;0;3,193;3,061;2,531;519;5,705;2,030
IPC-S7U-11M0WED-IMOU;A;MINORISTA;WILSON;0;0;0;2,038;0;2,152;0;8,357;5,796;1,099;1,288;1,458;345
IPC-S7U-11M0WED-IMOU;A;OPERADORES;PROVINCIA SUR;0;0;0;0;0;0;0;0;70;352;0;0;0
IPC-S7U-11M0WED-IMOU;A;RETAIL;LIMA;0;0;0;0;0;0;0;0;0;769;3,437;0;0
JE317A-V1/WH;A;INTEGRADOR;LIMA;0;0;12;2;0;9;2;0;5;90;32;0;16
JE317A-V1/WH;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;6;35;0;0;0;0;26;0;0
JE317A-V1/WH;A;INTEGRADOR;PROVINCIA NORTE;13;0;0;0;0;0;0;0;0;0;0;0;0
JE317A-V1/WH;A;INTEGRADOR;PROVINCIA SUR;0;0;17;0;25;10;0;0;0;2;0;0;7
JE317A-V1/WH;A;MINORISTA;AZANGARO;856;0;554;221;1,179;871;483;0;236;1,035;73;154;0
JE317A-V1/WH;A;MINORISTA;COMPUPALACE;0;0;51;0;0;0;0;0;0;0;0;0;0
JE317A-V1/WH;A;MINORISTA;LIMA;100;0;135;255;0;20;25;0;72;716;44;11;0
JE317A-V1/WH;A;MINORISTA;MALVINAS;656;0;1,973;127;1,112;195;1,331;0;624;241;0;1,925;0
JE317A-V1/WH;A;MINORISTA;MARSANO;319;48;24;96;148;75;96;0;193;0;144;147;144
JE317A-V1/WH;A;MINORISTA;PARURO;96;101;344;248;72;53;72;0;0;0;0;0;0
JE317A-V1/WH;A;MINORISTA;PROVINCIA CENTRO;0;48;259;0;11;111;96;0;193;141;0;144;6
JE317A-V1/WH;A;MINORISTA;PROVINCIA NORTE;0;0;165;111;0;0;0;0;48;5;48;0;0
JE317A-V1/WH;A;MINORISTA;PROVINCIA SUR;337;-96;422;96;48;213;98;0;10;287;0;0;0
JE317A-V1/WH;A;MINORISTA;WILSON;63;0;435;0;24;48;110;5;14;77;511;198;24
JE317A-V1/WH;A;OPERADORES;LIMA;0;11;0;0;0;0;0;0;0;0;0;0;0
JE317A-V1/WH;A;RETAIL;LIMA;71;57;73;143;72;59;60;135;60;46;47;237;126
JE318/WH;A;INTEGRADOR;LIMA;0;0;104;0;49;0;0;0;57;0;0;72;97
JE318/WH;A;MINORISTA;AZANGARO;208;0;745;0;395;6;964;0;624;2,817;0;1,758;0
JE318/WH;A;MINORISTA;LIMA;5;0;49;0;0;0;89;0;642;0;0;0;387
JE318/WH;A;MINORISTA;MALVINAS;336;0;95;0;671;0;378;0;0;473;0;983;284
JE318/WH;A;MINORISTA;MARSANO;66;0;40;71;145;0;0;0;132;19;0;0;284
JE318/WH;A;MINORISTA;PARURO;95;0;62;0;284;0;57;0;190;189;0;237;28
JE318/WH;A;MINORISTA;PROVINCIA CENTRO;220;0;378;0;352;0;359;0;350;378;0;378;95
JE318/WH;A;MINORISTA;PROVINCIA NORTE;189;59;47;29;20;0;0;0;47;206;0;284;0
JE318/WH;A;MINORISTA;PROVINCIA SUR;255;0;483;0;189;0;236;0;95;125;0;213;95
JE318/WH;A;MINORISTA;WILSON;380;0;154;0;474;0;190;0;238;520;0;332;351
KIT-XVR8C8CH-1TB-IL;A;INTEGRADOR;PROVINCIA NORTE;0;0;230;0;0;0;0;0;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;LIMA;0;0;0;0;223;185;223;0;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;MALVINAS;0;0;0;0;0;0;219;0;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;PARURO;0;0;0;864;0;0;552;1,253;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;PROVINCIA CENTRO;0;670;2,457;0;1,787;0;1,340;0;2,426;-2,426;0;1,085;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;PROVINCIA NORTE;223;670;1,776;1,968;893;0;1,787;3,030;-847;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;PROVINCIA SUR;0;0;452;2,680;446;226;223;0;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;MINORISTA;WILSON;0;0;0;0;422;0;845;0;0;-211;0;0;0
KIT-XVR8C8CH-1TB-IL;A;OPERADORES;PROVINCIA NORTE;0;0;0;0;452;0;0;0;0;0;0;0;0
KIT-XVR8C8CH-1TB-IL;A;RETAIL;LIMA;12,434;8,928;8,997;10,176;9,571;7,074;10,328;13,692;12,675;7,702;14,667;29,943;7,769
KJ88-C6-US/BL;A;INTEGRADOR;LIMA;98;317;136;0;605;338;0;0;0;0;0;0;256
KJ88-C6-US/BL;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;161;0;0;0;0;0;81;0
KJ88-C6-US/BL;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;20;0;0;0;0
KJ88-C6-US/BL;A;MINORISTA;AZANGARO;157;0;0;157;413;762;0;0;0;1,344;138;329;0
KJ88-C6-US/BL;A;MINORISTA;COMPUPALACE;0;0;83;177;0;0;0;0;0;0;0;0;0
KJ88-C6-US/BL;A;MINORISTA;LIMA;81;246;20;165;586;116;0;0;82;106;0;243;81
KJ88-C6-US/BL;A;MINORISTA;MALVINAS;318;783;0;0;1,104;142;0;0;0;0;0;454;0
KJ88-C6-US/BL;A;MINORISTA;PARURO;235;0;0;0;47;0;0;0;0;0;0;0;0
KJ88-C6-US/BL;A;MINORISTA;PROVINCIA CENTRO;39;157;0;0;0;50;0;0;0;157;0;0;23
KJ88-C6-US/BL;A;MINORISTA;PROVINCIA NORTE;0;58;66;470;0;432;0;0;129;627;3;157;0
KJ88-C6-US/BL;A;MINORISTA;PROVINCIA SUR;0;0;197;32;176;294;0;0;0;69;0;0;0
KJ88-C6-US/BL;A;MINORISTA;WILSON;235;274;0;78;69;17;0;0;78;540;0;330;222
KJ8-C6-US/BKN;A;INTEGRADOR;LIMA;0;0;0;17;0;36;172;0;0;0;0;0;10
KJ8-C6-US/BKN;A;INTEGRADOR;PROVINCIA CENTRO;0;0;198;0;0;0;0;28;0;0;0;0;0
KJ8-C6-US/BKN;A;MINORISTA;AZANGARO;378;0;265;206;550;245;69;0;343;453;0;0;137
KJ8-C6-US/BKN;A;MINORISTA;LIMA;142;0;71;142;0;35;159;0;142;149;0;1,978;0
KJ8-C6-US/BKN;A;MINORISTA;MALVINAS;653;0;1,443;414;1,239;0;1,305;69;893;1,374;0;0;0
KJ8-C6-US/BKN;A;MINORISTA;MARSANO;275;0;700;432;421;71;0;0;0;517;0;0;343
KJ8-C6-US/BKN;A;MINORISTA;PARURO;0;0;0;280;0;138;41;276;0;0;0;0;0
KJ8-C6-US/BKN;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;0;76;0;137;0;0;27;0
KJ8-C6-US/BKN;A;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;0;0;73;0;0;0;0;0
KJ8-C6-US/BKN;A;MINORISTA;PROVINCIA SUR;481;0;0;0;69;43;126;137;69;0;0;62;270
KJ8-C6-US/BKN;A;MINORISTA;WILSON;552;0;138;0;414;0;276;41;0;328;0;0;110
KJ8-CE-US/BLN;A;INTEGRADOR;LIMA;0;0;0;99;0;396;0;0;0;19;0;0;0
KJ8-CE-US/BLN;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;30;0;0;0;0;0;0;0;29
KJ8-CE-US/BLN;A;MINORISTA;AZANGARO;95;48;95;0;143;0;91;42;83;95;0;0;0
KJ8-CE-US/BLN;A;MINORISTA;LIMA;101;0;48;0;0;49;50;249;0;610;0;0;0
KJ8-CE-US/BLN;A;MINORISTA;MALVINAS;506;49;143;286;191;296;811;42;306;415;-2;0;0
KJ8-CE-US/BLN;A;MINORISTA;MARSANO;48;0;0;0;0;0;46;0;42;43;48;-48;48
KJ8-CE-US/BLN;A;MINORISTA;PARURO;115;0;48;287;0;0;0;191;124;0;0;0;62
KJ8-CE-US/BLN;A;MINORISTA;PROVINCIA CENTRO;67;0;0;0;0;0;404;0;95;0;0;0;0
KJ8-CE-US/BLN;A;MINORISTA;PROVINCIA NORTE;490;0;0;191;19;0;0;146;252;0;0;0;10
KJ8-CE-US/BLN;A;MINORISTA;PROVINCIA SUR;402;126;415;48;48;0;48;269;42;19;0;0;143
KJ8-CE-US/BLN;A;MINORISTA;WILSON;57;0;0;0;0;0;134;0;124;383;0;0;0
KUKS M8-PE;A;INTEGRADOR;LIMA;52;0;0;0;104;0;0;0;0;0;1,095;0;0
KUKS M8-PE;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;133;0;611;0;0;0;0;0
KUKS M8-PE;A;INTEGRADOR;PROVINCIA NORTE;0;0;52;0;0;0;0;565;0;166;0;232;-33
KUKS M8-PE;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;0;0;166;0
KUKS M8-PE;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;199;0;0;0;266;66;465;0
KUKS M8-PE;A;MINORISTA;PROVINCIA NORTE;205;0;0;0;0;100;0;0;100;0;0;0;0
KUKS M8-PE;A;MINORISTA;PROVINCIA SUR;0;0;0;0;68;664;0;731;0;0;0;0;0
KUKS M8-PE;A;OPERADORES;LIMA;0;0;0;0;0;0;0;0;0;0;66;0;0
KUKS M8-PE;A;OPERADORES;PROVINCIA CENTRO;0;0;0;0;124;0;66;0;0;0;0;0;0
KUKS-RT01;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;3,439;0;918;0;0
LEDPAN-48W-3CCT;A;MINORISTA;AZANGARO;854;730;1,048;826;1,268;-269;0;224;0;0;0;0;873
LEDPAN-48W-3CCT;A;MINORISTA;CALLAO;0;0;0;0;0;0;0;0;0;0;0;0;150
LEDPAN-48W-3CCT;A;MINORISTA;LIMA;0;427;0;339;0;0;0;0;0;407;0;0;0
LEDPAN-48W-3CCT;A;MINORISTA;MALVINAS;976;0;3,153;1,251;2,741;2,727;3,021;1,763;3,943;2,282;-8;0;4,150
LEDPAN-48W-3CCT;A;MINORISTA;MARSANO;0;136;362;882;0;0;814;522;203;602;0;0;339
LEDPAN-48W-3CCT;A;MINORISTA;PROVINCIA CENTRO;397;958;0;0;543;205;0;0;682;480;0;0;0
LEDPAN-48W-3CCT;A;MINORISTA;PROVINCIA NORTE;339;0;814;0;0;136;0;0;0;0;0;0;0
LEDPAN-48W-3CCT;A;MINORISTA;PROVINCIA SUR;1,510;753;340;1,698;272;546;874;212;170;375;0;0;373
LEDPAN-48WA30*120-LF;A;MINORISTA;AZANGARO;90;275;0;343;163;75;0;0;0;4,550;0;0;0
LEDPAN-48WA30*120-LF;A;MINORISTA;LIMA;0;0;0;0;0;615;0;0;0;0;0;0;0
LEDPAN-48WA30*120-LF;A;MINORISTA;MALVINAS;1,661;746;1,309;468;0;427;993;746;0;960;0;0;-19
LEDPAN-48WA30*120-LF;A;MINORISTA;MARSANO;56;800;390;0;295;0;0;222;0;148;0;0;0
LEDPAN-48WA30*120-LF;A;MINORISTA;PROVINCIA CENTRO;0;0;139;0;0;0;0;888;0;0;0;0;0
LEDPAN-48WA30*120-LF;A;MINORISTA;PROVINCIA NORTE;678;85;0;0;234;231;117;76;0;0;0;0;0
LEDPAN-48WA30*120-LF;A;MINORISTA;PROVINCIA SUR;420;252;242;0;1,038;0;320;320;0;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;AZANGARO;534;0;75;0;0;0;153;136;397;-5;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;LIMA;0;0;420;0;0;0;0;0;0;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;MALVINAS;0;0;0;0;0;0;936;2,220;0;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;MARSANO;705;203;0;0;0;0;0;193;895;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;PROVINCIA CENTRO;0;407;0;0;0;0;0;0;0;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;-8;0;0;0;0;0;0;0
LEDPAN-48WA-LN;A;MINORISTA;PROVINCIA SUR;0;0;0;0;0;58;0;0;0;0;0;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;AZANGARO;2,343;47;0;0;0;0;0;0;94;298;1,063;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;COMPUPALACE;0;0;71;0;0;0;0;0;0;0;0;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;LIMA;0;0;0;588;0;0;0;0;0;118;353;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;MALVINAS;519;0;0;1,119;969;1,538;0;0;0;1,119;0;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;MARSANO;0;0;136;0;0;0;0;0;0;0;0;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;PROVINCIA CENTRO;1,313;0;0;0;0;0;0;0;595;255;0;171;0
LEDPAN-48WSLIM-LF;A;MINORISTA;PROVINCIA NORTE;0;0;256;0;0;0;0;0;0;0;0;0;0
LEDPAN-48WSLIM-LF;A;MINORISTA;PROVINCIA SUR;-261;411;64;374;1,753;0;0;0;170;266;0;0;0
LS1005;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;29
LS1005;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;20;0;20;0;0;0;0;0;0
LS1005;A;MINORISTA;AZANGARO;0;0;0;0;0;0;0;95;0;0;0;0;0
LS1005;A;MINORISTA;COMPUPALACE;463;0;137;0;317;0;0;293;64;0;0;0;0
LS1005;A;MINORISTA;LIMA;175;0;49;0;0;0;47;98;0;47;47;296;0
LS1005;A;MINORISTA;MALVINAS;0;0;47;0;189;0;189;184;47;95;189;0;0
LS1005;A;MINORISTA;MARSANO;0;0;28;0;0;0;0;0;0;0;0;0;0
LS1005;A;MINORISTA;PARURO;558;108;211;0;352;359;140;757;95;0;95;359;189
LS1005;A;MINORISTA;PROVINCIA CENTRO;38;22;207;0;116;62;210;24;54;503;146;0;49
LS1005;A;MINORISTA;PROVINCIA NORTE;559;76;687;0;1,113;735;414;990;319;189;386;429;58
LS1005;A;MINORISTA;PROVINCIA SUR;536;107;342;0;1,334;232;543;33;416;207;58;622;185
LS1005;A;MINORISTA;WILSON;992;80;760;0;1,212;189;57;1,055;1,265;0;163;0;189
LS1005G;A;INTEGRADOR;LIMA;0;0;17;0;0;0;0;0;0;0;0;26;0
LS1005G;A;MINORISTA;AZANGARO;0;0;84;0;84;0;87;42;42;0;168;168;0
LS1005G;A;MINORISTA;COMPUPALACE;171;245;245;0;407;0;0;0;326;0;0;0;0
LS1005G;A;MINORISTA;LIMA;152;101;42;153;67;86;295;0;1,010;253;138;773;0
LS1005G;A;MINORISTA;MALVINAS;67;126;0;421;84;168;547;207;0;379;311;86;0
LS1005G;A;MINORISTA;MARSANO;0;0;168;252;-9;0;253;210;0;0;522;0;0
LS1005G;A;MINORISTA;PARURO;0;0;67;34;168;168;340;432;421;168;505;211;421
LS1005G;A;MINORISTA;PROVINCIA CENTRO;78;0;154;44;0;52;8;376;87;234;87;156;52
LS1005G;A;MINORISTA;PROVINCIA NORTE;131;513;275;352;219;187;750;177;864;126;685;422;252
LS1005G;A;MINORISTA;PROVINCIA SUR;0;206;157;453;332;576;174;850;263;482;522;300;174
LS1005G;A;MINORISTA;WILSON;514;1,389;1,341;2,180;932;1,381;203;388;3,356;276;543;421;50
LS1005G;A;OPERADORES;PROVINCIA NORTE;0;0;0;43;0;0;0;0;0;0;0;0;0
LS1008G;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;70;0;0;0;0
LS1008G;A;MINORISTA;AZANGARO;0;109;136;0;0;0;211;68;82;136;0;272;0
LS1008G;A;MINORISTA;COMPUPALACE;0;448;264;0;1,055;527;1,186;0;0;0;0;0;0
LS1008G;A;MINORISTA;LIMA;-14;409;204;0;109;0;341;0;272;613;305;978;204
LS1008G;A;MINORISTA;MALVINAS;0;68;54;272;68;136;613;136;0;681;817;0;0
LS1008G;A;MINORISTA;MARSANO;14;0;68;204;0;272;177;109;409;0;573;0;0
LS1008G;A;MINORISTA;PARURO;640;817;539;405;0;272;549;341;818;1,008;272;191;272
LS1008G;A;MINORISTA;PROVINCIA CENTRO;0;56;169;70;154;68;27;352;266;225;111;506;197
LS1008G;A;MINORISTA;PROVINCIA NORTE;0;561;381;833;272;42;723;912;340;613;828;531;163
LS1008G;A;MINORISTA;PROVINCIA SUR;0;202;216;602;763;0;70;1,021;480;1,047;823;589;761
LS1008G;A;MINORISTA;WILSON;1,187;586;1,208;3,021;2,243;545;192;702;1,906;557;813;272;572
LS108G;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;0;51;0;0
LS108G;A;MINORISTA;AZANGARO;0;208;0;0;0;0;166;401;0;0;0;80;0
LS108G;A;MINORISTA;COMPUPALACE;1,056;0;0;0;1,025;559;0;0;0;0;0;0;0
LS108G;A;MINORISTA;LIMA;0;0;0;0;144;0;80;0;369;722;130;66;0
LS108G;A;MINORISTA;MALVINAS;160;0;0;0;176;0;321;228;0;0;321;130;0
LS108G;A;MINORISTA;MARSANO;0;48;0;0;0;0;0;0;0;0;0;0;0
LS108G;A;MINORISTA;PARURO;642;626;499;0;3,282;257;48;96;369;497;0;192;722
LS108G;A;MINORISTA;PROVINCIA CENTRO;329;0;0;0;128;0;299;0;326;265;0;232;0
LS108G;A;MINORISTA;PROVINCIA NORTE;376;804;440;0;133;83;1,110;323;1,090;0;1,138;802;179
LS108G;A;MINORISTA;PROVINCIA SUR;0;797;126;0;2,077;321;243;867;416;499;293;1,473;321
LS108G;A;MINORISTA;WILSON;1,444;2,102;1,235;0;2,098;642;1,123;911;1,873;658;155;1,684;241
LS550UCM-EF;A;INTEGRADOR;LIMA;0;0;0;0;1,997;0;0;0;0;0;0;0;0
LS-MJ-SC6A-ERI;A;INTEGRADOR;LIMA;0;0;0;3,642;0;0;0;0;0;0;0;0;0
MS105G;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;116;24;0;0;36;0
MS105G;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;46;0;0;0;0;0;0
MS105G;A;MINORISTA;COMPUPALACE;143;129;0;0;0;249;0;0;0;0;0;0;0
MS105G;A;MINORISTA;LIMA;0;0;270;134;0;0;0;0;0;46;0;118;0
MS105G;A;MINORISTA;MARSANO;153;0;0;84;0;0;0;45;0;0;84;0;0
MS105G;A;MINORISTA;PARURO;207;0;66;623;817;0;34;35;558;0;140;11;112
MS105G;A;MINORISTA;PROVINCIA CENTRO;0;0;136;109;93;29;0;209;196;87;135;59;0
MS105G;A;MINORISTA;PROVINCIA NORTE;46;59;84;29;0;85;17;0;0;0;180;12;0
MS105G;A;MINORISTA;PROVINCIA SUR;129;46;219;427;445;218;0;111;0;442;115;462;89
MS105G;A;MINORISTA;WILSON;44;111;56;176;79;196;12;94;28;0;0;0;0
MS105G;A;RETAIL;LIMA;1,214;681;686;527;391;496;350;826;534;329;299;265;310
MXVR1004-GFI;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;0;520
MXVR1004-GFI;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;2,043;0;0;0;0;0;0;0;0;0
MXVR1004-GFI;A;MINORISTA;COMPUPALACE;3,886;0;0;0;971;1,900;0;0;0;0;2,277;0;0
MXVR1004-GFI;A;MINORISTA;MARSANO;0;0;0;324;0;0;0;0;0;0;0;0;0
MXVR1004-GFI;A;MINORISTA;PROVINCIA NORTE;316;633;0;0;0;0;0;0;0;0;0;0;0
NPC06UZDB-BK002M;A;INTEGRADOR;LIMA;0;0;1,657;0;0;417;0;0;0;0;0;0;0
NPC06UZDB-BK002M;A;INTEGRADOR;PROVINCIA CENTRO;0;107;107;0;0;0;0;0;0;0;0;0;0
NPC06UZDB-BK002M;A;MINORISTA;LIMA;378;181;0;0;98;0;0;0;698;0;0;0;0
NPC06UZDB-BK002M;A;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;96;0;0;0;0;0;0;0
NVR616RH-128-XI;A;INTEGRADOR;LIMA;0;0;0;3,798;0;0;0;0;0;0;0;0;0
NVR616RH-128-XI;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;3,598;0;0;0
NVR616RH-128-XI;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;0;0;3,538;0
NVR616RH-128-XI;A;MINORISTA;PARURO;0;0;0;0;0;0;0;0;0;3,453;0;0;0
NVR616RH-128-XI;A;MINORISTA;PROVINCIA CENTRO;0;0;0;3,598;0;3,558;0;0;0;0;0;0;0
NVR616RH-128-XI;A;MINORISTA;WILSON;0;3,460;0;0;0;0;0;0;0;0;0;0;0
P24T-K11-C6C/BK;A;INTEGRADOR;LIMA;0;0;1,356;0;0;0;75;0;0;0;515;35;69
P24T-K11-C6C/BK;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;36;0;0;0;0;0
P24T-K11-C6C/BK;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;35;0;0;0;35;0;0;35;0
P24T-K11-C6C/BK;A;MINORISTA;AZANGARO;1,891;0;2,249;0;675;1,490;68;135;338;675;0;1,182;0
P24T-K11-C6C/BK;A;MINORISTA;COMPUPALACE;0;0;0;0;0;0;0;0;0;473;35;0;0
P24T-K11-C6C/BK;A;MINORISTA;LIMA;0;-37;507;313;105;36;176;0;171;518;318;70;103
P24T-K11-C6C/BK;A;MINORISTA;MALVINAS;1,047;0;2,060;0;1,187;338;675;0;0;0;0;135;0
P24T-K11-C6C/BK;A;MINORISTA;MARSANO;169;0;0;236;551;0;0;0;0;68;169;0;473
P24T-K11-C6C/BK;A;MINORISTA;PARURO;338;0;851;574;169;135;0;270;675;0;498;347;0
P24T-K11-C6C/BK;A;MINORISTA;PROVINCIA CENTRO;541;0;349;272;101;324;338;0;304;507;-473;0;142
