ARTICULO;SABCT;CANAL;ZONA_CONSOLIDADO;Ene-25;Feb-25;Mar-25;Abr-25;May-25;Jun-25;Jul-25;Ago-25;Set-25;Oct-25;Nov-25;Dic-25;Ene-26
100M-ADSS-24B1.3;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;9,904;0;0;0;0
100M-ADSS-24B1.3;A;MINORISTA;PROVINCIA SUR;0;0;0;1,330;0;0;0;0;0;0;0;0;0
100M-ADSS-24B1.3;A;OPERADORES;LIMA;7,442;6,074;17,106;11,264;17,820;1,242;2,460;1,271;0;2,532;0;0;0
100M-ADSS-24B1.3;A;OPERADORES;PROVINCIA NORTE;6,313;0;0;3,621;0;0;2,424;0;0;3,743;2,563;6,270;1,262
100M-ADSS-24B1.3;A;OPERADORES;PROVINCIA SUR;0;2,640;2,460;0;0;0;1,259;0;1,280;0;1,312;2,624;5,015
3050;A;INTEGRADOR;LIMA;1,293;695;496;1,077;110;568;1,163;0;1,884;587;91;1,513;0
3050;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;108;0;0;0;0;235;0;0;0
3050;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;29;0;0;0;0;0;0;0;0
3050;A;INTEGRADOR;PROVINCIA ORIENTE;0;0;54;0;0;0;0;0;0;29;30;0;0
3050;A;INTEGRADOR;PROVINCIA SUR;0;0;110;0;110;0;0;63;60;0;0;0;101
3050;A;MINORISTA;AZANGARO;1,054;693;0;813;300;556;0;924;0;0;684;0;0
3050;A;MINORISTA;COMPUPALACE;2,309;1,155;1,732;2,540;1,155;6,689;0;0;240;2,965;1,439;3,049;505
3050;A;MINORISTA;LIMA;1,963;1,212;28;231;1,655;0;0;719;0;23;0;447;0
3050;A;MINORISTA;MALVINAS;1,401;3,272;2,771;346;1,062;3,516;571;1,624;2,223;1,597;72;757;89
3050;A;MINORISTA;MARSANO;462;808;462;346;808;1,732;0;369;577;342;0;905;0
3050;A;MINORISTA;PARURO;3,002;5,265;3,375;785;1,847;3,394;1,246;1,154;5,136;549;798;2,020;2,525
3050;A;MINORISTA;PROVINCIA CENTRO;3,768;1,279;1,071;2,458;1,209;2,190;1,419;2,704;352;2,676;343;1,031;1,283
3050;A;MINORISTA;PROVINCIA NORTE;1,914;4,967;5,531;2,369;3,073;3,856;1,930;5,631;3,567;3,891;1,373;1,759;1,962
3050;A;MINORISTA;PROVINCIA SUR;3,830;4,016;2,231;583;2,053;1,085;2,592;1,697;2,453;1,508;1,579;2,493;891
3050;A;MINORISTA;WILSON;3,085;2,381;6,812;6,007;4,995;2,539;5,390;620;4,467;1,141;2,202;0;1,672
3050;A;OPERADORES;LIMA;0;46;2,315;54;84;231;386;188;1,447;217;102;0;126
3050;A;OPERADORES;PROVINCIA CENTRO;54;0;0;54;260;0;0;0;0;235;94;0;0
3050;A;OPERADORES;PROVINCIA NORTE;92;0;224;0;85;0;94;0;0;0;33;125;157
3050;A;OPERADORES;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;0;164;0;0
3050;A;OPERADORES;PROVINCIA SUR;195;0;231;52;762;136;133;0;47;470;0;0;0
3060;A;INTEGRADOR;LIMA;0;82;82;82;201;0;0;131;251;196;91;94;397
3060;A;INTEGRADOR;PROVINCIA SUR;0;0;0;82;0;0;0;0;88;0;0;0;0
3060;A;MINORISTA;AZANGARO;388;1,940;970;272;2,289;1,591;0;213;196;1,275;2,284;0;215
3060;A;MINORISTA;COMPUPALACE;776;1,164;1,185;388;1,164;3,493;0;0;196;2,106;850;3,452;140
3060;A;MINORISTA;LIMA;789;602;927;0;2,271;1,086;0;1,940;830;39;0;1,748;442
3060;A;MINORISTA;MALVINAS;866;508;946;0;776;1,798;84;1,940;314;951;1,068;1,376;537
3060;A;MINORISTA;PARURO;327;1,050;194;1,108;1,041;828;841;2,716;761;1,332;761;1,586;0
3060;A;MINORISTA;PROVINCIA CENTRO;4,088;1,229;2,706;3,426;1,048;1,828;621;5,078;1,389;5,228;1,988;1,190;581
3060;A;MINORISTA;PROVINCIA NORTE;5,438;2,702;8,350;3,359;3,903;2,648;4,599;4,656;3,425;4,817;937;2,934;2,174
3060;A;MINORISTA;PROVINCIA SUR;3,230;2,138;1,505;1,164;1,422;1,867;613;588;1,670;1,272;1,874;2,237;146
3060;A;MINORISTA;WILSON;3,674;1,200;9,585;1,940;1,632;2,328;4,268;2,839;2,878;5,709;3,806;2,380;3,271
3060;A;OPERADORES;LIMA;169;0;169;333;42;0;92;0;0;0;0;0;650
3060;A;OPERADORES;PROVINCIA CENTRO;41;0;82;0;0;0;0;194;0;0;0;0;150
3060;A;OPERADORES;PROVINCIA SUR;0;0;0;79;125;330;125;0;0;0;0;0;0
6-2111979-2;A;MINORISTA;LIMA;55;0;0;0;0;0;0;0;0;0;0;0;0
6-2111979-2;A;MINORISTA;MALVINAS;86;0;0;0;0;0;0;0;0;0;0;0;0
6-2111979-2;A;MINORISTA;MARSANO;93;0;0;0;0;0;0;0;0;0;0;0;0
6A-CBHC-BL1;A;INTEGRADOR;LIMA;0;0;0;0;70;0;0;0;0;32;306;59;66
6A-CBHC-BL1;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;104;0;0;0;58;0;0;0;0
6A-CBHC-BL1;A;INTEGRADOR;PROVINCIA SUR;0;0;452;0;0;0;0;0;0;0;0;0;0
6A-CBHC-BL1;A;MINORISTA;AZANGARO;564;0;761;0;648;0;564;0;2,818;2,226;0;389;282
6A-CBHC-BL1;A;MINORISTA;LIMA;29;0;18;0;0;0;0;0;0;28;0;0;0
6A-CBHC-BL1;A;MINORISTA;MALVINAS;986;0;490;0;1,972;0;507;0;845;1,127;0;2,818;1,409
6A-CBHC-BL1;A;MINORISTA;MARSANO;0;0;291;0;0;0;56;0;0;0;0;39;0
6A-CBHC-BL1;A;MINORISTA;PARURO;0;0;0;28;0;0;0;0;0;56;0;0;0
6A-CBHC-BL1;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;0;85;0;0;0;0;0;214
6A-CBHC-BL1;A;MINORISTA;PROVINCIA NORTE;141;0;0;0;99;0;56;0;254;0;0;0;192
6A-CBHC-BL1;A;MINORISTA;PROVINCIA SUR;254;0;169;0;70;0;227;0;251;380;0;0;23
6A-CBHC-BL1;A;MINORISTA;WILSON;141;0;282;68;563;0;197;0;566;670;0;732;56
6A-CBHC-BL2;A;INTEGRADOR;LIMA;0;0;0;0;38;0;0;0;0;0;192;275;24
6A-CBHC-BL2;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;0;397;0;0
6A-CBHC-BL2;A;MINORISTA;AZANGARO;1,342;0;1,305;205;673;0;411;0;3,755;149;0;0;187
6A-CBHC-BL2;A;MINORISTA;LIMA;38;0;0;0;0;0;0;0;93;75;0;0;0
6A-CBHC-BL2;A;MINORISTA;MALVINAS;708;0;447;0;1,980;0;187;0;1,121;747;0;747;0
6A-CBHC-BL2;A;MINORISTA;MARSANO;0;0;112;0;0;0;75;0;0;0;0;157;75
6A-CBHC-BL2;A;MINORISTA;PARURO;0;0;0;0;0;0;0;0;0;0;75;0;0
6A-CBHC-BL2;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;75;0;37;0;0;0;0;0;262
6A-CBHC-BL2;A;MINORISTA;PROVINCIA NORTE;75;0;112;0;75;0;75;0;75;0;1,046;0;0
6A-CBHC-BL2;A;MINORISTA;PROVINCIA SUR;485;0;206;0;75;0;151;0;299;131;0;0;30
6A-CBHC-BL2;A;MINORISTA;WILSON;335;0;599;0;822;0;187;0;261;1,270;374;1,438;75
6A-CBHC-BL3;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;72;14
6A-CBHC-BL3;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;0;0;141
6A-CBHC-BL3;A;INTEGRADOR;PROVINCIA SUR;0;0;565;0;0;0;0;0;0;0;0;0;0
6A-CBHC-BL3;A;MINORISTA;AZANGARO;366;0;275;229;801;0;389;0;2,014;526;0;915;0
6A-CBHC-BL3;A;MINORISTA;MALVINAS;732;0;595;0;1,602;0;824;0;3,524;458;0;2,288;0
6A-CBHC-BL3;A;MINORISTA;PARURO;0;0;0;0;0;0;0;0;0;46;46;0;458
6A-CBHC-BL3;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;46;0;137;0;0;0;14;0;0
6A-CBHC-BL3;A;MINORISTA;PROVINCIA NORTE;0;0;137;0;116;0;0;0;92;0;0;0;1,120
6A-CBHC-BL3;A;MINORISTA;PROVINCIA SUR;412;0;0;0;92;0;137;0;0;252;0;0;0
6A-CBHC-BL3;A;MINORISTA;WILSON;322;0;503;0;320;0;343;0;549;960;2,286;2,172;0
6A-FP-C6A-FS;A;INTEGRADOR;LIMA;0;0;0;0;4;0;71;0;180;0;0;0;144
6A-FP-C6A-FS;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;90;0;0;0;0;0;0;0;0
6A-FP-C6A-FS;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;0;0;0;0;0;106;0;0;0
6A-FP-C6A-FS;A;MINORISTA;AZANGARO;1,132;0;2,468;172;3,684;0;755;0;2,401;3,568;69;3,173;2,744
6A-FP-C6A-FS;A;MINORISTA;LIMA;0;0;398;0;0;0;0;0;103;1,464;0;0;0
6A-FP-C6A-FS;A;MINORISTA;MALVINAS;823;0;1,029;0;1,549;0;1,647;0;3,825;782;0;1,715;0
6A-FP-C6A-FS;A;MINORISTA;MARSANO;172;0;477;0;0;0;103;0;480;0;0;0;0
6A-FP-C6A-FS;A;MINORISTA;PARURO;172;0;1,067;0;0;0;172;0;172;240;0;312;961
6A-FP-C6A-FS;A;MINORISTA;PROVINCIA CENTRO;0;0;0;0;0;0;39;0;343;0;0;0;69
6A-FP-C6A-FS;A;MINORISTA;PROVINCIA NORTE;175;0;446;0;0;0;137;0;206;0;-69;0;0
6A-FP-C6A-FS;A;MINORISTA;PROVINCIA SUR;755;0;377;0;172;0;174;0;17;583;0;995;0
6A-FP-C6A-FS;A;MINORISTA;WILSON;894;0;1,152;0;0;0;0;0;686;927;0;1,338;-3
6AKJ18F;A;INTEGRADOR;LIMA;0;0;4;0;173;0;0;0;0;386;55;0;204
6AKJ18F;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;0;94;0;0
6AKJ18F;A;INTEGRADOR;PROVINCIA SUR;0;0;338;0;0;0;0;0;0;0;37;0;0
6AKJ18F;A;MINORISTA;AZANGARO;393;0;1,752;143;2,296;0;893;0;1,785;3,374;0;1,607;1,071
6AKJ18F;A;MINORISTA;LIMA;37;0;4;0;0;0;0;0;0;93;0;0;0
6AKJ18F;A;MINORISTA;MALVINAS;607;0;1,964;0;3,213;0;1,500;0;1,428;1,785;0;5,391;1,785
6AKJ18F;A;MINORISTA;MARSANO;107;0;472;0;0;0;0;0;0;0;0;0;107
6AKJ18F;A;MINORISTA;PARURO;143;0;250;0;0;0;54;0;178;71;62;36;36
6AKJ18F;A;MINORISTA;PROVINCIA CENTRO;179;0;243;0;179;0;54;0;785;0;0;107;428
6AKJ18F;A;MINORISTA;PROVINCIA NORTE;88;0;0;0;0;0;71;0;107;71;0;0;517
6AKJ18F;A;MINORISTA;PROVINCIA SUR;71;0;36;0;214;0;1,143;0;250;714;0;357;0
6AKJ18F;A;MINORISTA;WILSON;178;0;1,249;0;1,071;0;571;0;535;714;0;357;482
7060/25 LSZH;A;INTEGRADOR;LIMA;155;0;0;0;0;0;0;0;0;0;0;0;0
7060/25 LSZH;A;INTEGRADOR;LIMA;1,534;2,457;2,766;4,057;4,884;4,803;3,957;2,031;1,678;3,887;2,535;3,253;1,417
7060/25 LSZH;A;INTEGRADOR;PROVINCIA NORTE;722;0;0;0;0;0;0;0;0;0;0;0;0
7060/25 LSZH;A;INTEGRADOR;PROVINCIA SUR;0;0;0;0;296;0;0;0;0;0;0;0;262
7060/25 LSZH;A;MINORISTA;AZANGARO;3,900;7,930;2,275;2,275;2,925;5,700;975;1,800;3,316;1,200;1,500;2,421;5,016
7060/25 LSZH;A;MINORISTA;COMPUPALACE;0;0;0;0;0;2,400;0;0;0;0;0;0;0
7060/25 LSZH;A;MINORISTA;LIMA;3,611;2,432;3,394;5,005;2,517;3,460;1,522;4,799;1,135;1,286;535;2,911;1,963
7060/25 LSZH;A;MINORISTA;MALVINAS;1,300;1,523;3,919;0;1,950;6,384;3,071;1,575;2,638;6,419;1,800;2,344;982
7060/25 LSZH;A;MINORISTA;MARSANO;2,925;3,250;3,609;2,600;1,300;7,250;325;3,100;1,644;3,628;6,033;1,777;0
7060/25 LSZH;A;MINORISTA;PARURO;1,040;2,134;1,820;975;1,300;8,260;975;3,390;5,867;2,315;160;3,980;0
7060/25 LSZH;A;MINORISTA;PROVINCIA CENTRO;1,441;2,275;2,355;723;801;3,000;0;2,033;1,046;3,027;939;1,133;538
7060/25 LSZH;A;MINORISTA;PROVINCIA NORTE;1,040;975;1,578;650;2,600;2,610;975;2,200;819;3,645;0;1,594;154
7060/25 LSZH;A;MINORISTA;PROVINCIA SUR;2,776;3,915;1,950;574;1,977;1,345;2,225;2,030;1,947;1,301;0;2,783;79
7060/25 LSZH;A;MINORISTA;WILSON;1,820;1,950;3,711;2,925;899;4,825;6,650;3,000;5,449;3,027;3,027;1,963;0
7060/25 LSZH;A;OPERADORES;LIMA;3,067;5,563;1,648;1,728;650;995;1,899;1,378;766;2,144;413;1,747;418
7060/25 LSZH;A;OPERADORES;PROVINCIA NORTE;0;0;0;0;0;0;0;0;0;0;0;88;167
7060/25 LSZH;A;OPERADORES;PROVINCIA ORIENTE;0;0;0;0;0;0;0;0;0;0;0;440;0
7060/25 LSZH;A;OPERADORES;PROVINCIA SUR;0;264;0;143;71;0;0;0;0;358;83;0;0
7060/25 LSZH;A;RETAIL;LIMA;276;840;709;694;849;867;0;291;1,177;458;154;461;462
8010 LSZH;A;INTEGRADOR;LIMA;122;0;0;0;0;0;0;0;0;0;0;0;0
8010 LSZH;A;INTEGRADOR;LIMA;0;254;804;114;4,578;0;4,688;0;0;0;2,250;262;0
8010 LSZH;A;INTEGRADOR;PROVINCIA SUR;0;0;117;0;0;0;0;0;0;0;0;0;0
8010 LSZH;A;MINORISTA;AZANGARO;4,238;2,225;1,365;2,706;0;0;3,449;0;334;0;881;126;0
8010 LSZH;A;MINORISTA;LIMA;2,142;0;1,536;0;0;0;0;0;0;0;0;0;0
8010 LSZH;A;MINORISTA;MALVINAS;4,768;11,886;1,113;4,901;559;0;4,135;0;1,892;0;6,931;0;0
8010 LSZH;A;MINORISTA;MARSANO;0;575;0;0;108;0;0;0;0;0;0;0;0
8010 LSZH;A;MINORISTA;PARURO;1,289;3,390;2,694;2,706;0;0;4,330;0;3,338;0;4,403;0;0
8010 LSZH;A;MINORISTA;PROVINCIA CENTRO;212;0;0;0;0;0;0;0;0;0;0;0;0
8010 LSZH;A;MINORISTA;PROVINCIA NORTE;127;0;115;229;108;0;0;0;0;0;377;0;0
8010 LSZH;A;MINORISTA;WILSON;0;0;249;3,894;0;0;0;0;0;0;0;0;0
8012 LSZH;A;INTEGRADOR;LIMA;0;2,808;0;0;3,433;0;0;0;2,263;0;2,416;0;0
8012 LSZH;A;INTEGRADOR;PROVINCIA SUR;468;0;0;0;0;0;0;0;0;0;0;0;0
8012 LSZH;A;MINORISTA;AZANGARO;2,226;0;2,734;0;0;0;3,338;0;3,116;0;2,522;0;0
8012 LSZH;A;MINORISTA;LIMA;725;0;0;0;0;0;0;0;0;0;0;0;0
8012 LSZH;A;MINORISTA;MALVINAS;445;0;4,451;6,704;0;0;6,735;0;2,448;0;3,782;0;0
8012 LSZH;A;MINORISTA;MARSANO;445;0;0;0;0;0;0;0;0;0;0;0;0
8012 LSZH;A;MINORISTA;PARURO;0;0;5,564;1,117;0;0;3,338;0;3,338;0;1,261;0;0
8012 LSZH;A;MINORISTA;PROVINCIA SUR;445;223;1,120;0;0;0;0;0;0;0;1,051;0;0
8012 LSZH;A;MINORISTA;WILSON;0;0;0;2,226;0;0;0;0;0;0;0;0;0
9010;A;INTEGRADOR;LIMA;4,318;0;0;1,592;6,327;0;0;0;6,792;1,704;8,395;4,329;0
9010;A;INTEGRADOR;PROVINCIA NORTE;0;0;0;0;0;0;0;0;819;0;420;0;0
9010;A;MINORISTA;AZANGARO;80;0;0;6,355;1,265;0;0;0;4,936;0;7,973;839;0
9010;A;MINORISTA;LIMA;2,563;0;0;1,586;235;0;0;0;0;0;175;0;0
9010;A;MINORISTA;MALVINAS;822;0;0;9,394;1,670;0;0;0;6,338;398;5,875;0;0
9010;A;MINORISTA;MARSANO;1,990;0;0;4,740;0;0;0;0;955;0;7,640;0;0
9010;A;MINORISTA;PARURO;0;0;0;1,566;0;0;0;0;1,194;0;1,678;0;0
9010;A;MINORISTA;PROVINCIA CENTRO;796;0;0;0;485;0;0;0;0;0;0;168;0
9010;A;MINORISTA;PROVINCIA NORTE;0;0;0;783;2,427;0;0;0;1,592;0;420;0;0
9010;A;MINORISTA;PROVINCIA SUR;796;0;0;783;313;0;0;0;2,866;0;2,518;2,853;0
9010;A;MINORISTA;WILSON;7,723;0;0;0;0;0;0;0;7,962;0;3,357;0;0
9061 LSZH;A;INTEGRADOR;LIMA;0;0;0;0;0;142;0;0;0;0;0;0;0
9061 LSZH;A;INTEGRADOR;LIMA;142;420;0;0;3,611;1,407;0;0;2,769;0;3,669;499;0
9061 LSZH;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;0;0;0;1,084;333;0
9061 LSZH;A;INTEGRADOR;PROVINCIA NORTE;140;0;833;696;0;0;729;306;0;0;0;0;0
9061 LSZH;A;INTEGRADOR;PROVINCIA SUR;0;0;1,250;0;0;3,888;0;0;158;427;150;300;0
9061 LSZH;A;MINORISTA;AZANGARO;9,047;8,124;945;5,536;8,776;10,396;1,457;405;3,116;5,400;10,125;6,184;0
9061 LSZH;A;MINORISTA;COMPUPALACE;675;1,350;1,350;0;0;1,215;0;0;139;0;0;8,108;0
9061 LSZH;A;MINORISTA;LIMA;0;270;0;286;1,080;3,610;452;1,029;3,806;971;307;0;1,572
9061 LSZH;A;MINORISTA;MALVINAS;0;4,726;1,093;5,131;6,481;8,550;6,575;2,700;1,664;4,364;14,591;595;0
9061 LSZH;A;MINORISTA;MARSANO;540;810;0;540;825;684;1,729;0;0;540;675;137;0
9061 LSZH;A;MINORISTA;PARURO;1,350;3,241;0;540;0;1,755;729;3,515;675;139;0;1,487;0
9061 LSZH;A;MINORISTA;PROVINCIA CENTRO;409;0;0;279;1,080;1,519;1,630;675;430;260;291;874;162
9061 LSZH;A;MINORISTA;PROVINCIA NORTE;2,196;0;0;1,350;1,771;810;0;716;-716;2,313;1,620;0;1,530
9061 LSZH;A;MINORISTA;PROVINCIA SUR;2,566;7,575;1,890;2,701;270;810;2,354;580;832;832;151;3,982;970
9061 LSZH;A;MINORISTA;WILSON;3,241;11,343;3,241;7,021;5,806;0;2,025;2,700;4,050;12,961;14,106;6,991;2,231
9061 LSZH;A;OPERADORES;LIMA;0;0;0;0;0;0;0;0;277;0;0;0;0
9067;A;INTEGRADOR;LIMA;2,918;244;7,154;248;1,445;839;522;129;927;3,330;2,071;1,367;9,950
9067;A;INTEGRADOR;PROVINCIA CENTRO;0;0;0;0;0;0;0;259;0;0;503;0;0
9067;A;INTEGRADOR;PROVINCIA NORTE;0;0;120;723;0;0;1,664;0;0;0;253;647;0
9067;A;INTEGRADOR;PROVINCIA SUR;0;0;133;240;0;493;0;0;0;3,851;0;0;0
9067;A;MINORISTA;AZANGARO;583;3,497;583;583;699;4,297;3,078;8,320;0;6,791;4,000;1,342;0
9067;A;MINORISTA;COMPUPALACE;0;13,757;2,332;5,829;1,166;9,680;0;0;1,166;6,221;0;8,320;0
9067;A;MINORISTA;LIMA;0;0;3,731;3,082;368;1,198;0;1,003;655;7,657;388;0;1,189
9067;A;MINORISTA;MALVINAS;1,166;1,865;5,153;6,179;4,930;5,304;2,090;9,432;11,506;3,144;0;8,110;0
9067;A;MINORISTA;MARSANO;583;1,049;0;233;1,198;1,102;0;0;1,655;0;1,166;594;0
9067;A;MINORISTA;PARURO;5,517;6,910;3,784;3,064;2,743;3,461;1,230;0;6,104;1,509;377;9,061;0
9067;A;MINORISTA;PROVINCIA CENTRO;1,186;1,764;587;1,523;1,516;2,480;1,297;875;1,132;2,521;0;2,126;1,347
9067;A;MINORISTA;PROVINCIA NORTE;8,173;4,708;6,185;6,331;3,536;6,683;1,396;17,950;3,534;14,471;390;5,812;2,605
9067;A;MINORISTA;PROVINCIA SUR;4,671;4,096;4,344;4,317;4,550;4,537;2,452;4,825;3,567;2,892;1,132;7,833;1,468
9067;A;MINORISTA;WILSON;5,130;1,749;8,394;3,264;13,076;13,081;4,547;13,989;7,715;9,459;3,497;30,307;0
9067;A;OPERADORES;PROVINCIA SUR;0;0;125;0;0;0;0;0;0;144;0;0;0
ARCHER AX12;A;MINORISTA;AZANGARO;0;0;0;0;0;0;273;27;0;0;137;0;0
ARCHER AX12;A;MINORISTA;COMPUPALACE;1,210;1,011;741;0;1,807;2,917;3,395;0;0;-29;2,127;0;191
ARCHER AX12;A;MINORISTA;LIMA;1,489;60;82;274;28;389;278;0;0;0;109;1,110;1,683
ARCHER AX12;A;MINORISTA;MALVINAS;238;179;55;55;164;164;1,003;164;137;0;273;167;164
ARCHER AX12;A;MINORISTA;MARSANO;89;60;0;55;109;0;137;0;0;0;55;0;0
ARCHER AX12;A;MINORISTA;PARURO;826;348;1,365;730;1,060;397;1,368;140;2,647;109;2,544;274;1,094
ARCHER AX12;A;MINORISTA;PROVINCIA CENTRO;274;62;154;0;273;443;604;197;28;0;620;771;198
ARCHER AX12;A;MINORISTA;PROVINCIA NORTE;659;688;154;813;912;789;820;28;3,674;-27;825;2,679;698
ARCHER AX12;A;MINORISTA;PROVINCIA SUR;2,856;1,354;1,466;922;3,067;1,600;637;452;424;0;1,721;2,563;2,442
ARCHER AX12;A;MINORISTA;WILSON;6,272;6,246;6,145;903;2,213;5,497;2,819;7,156;3,467;465;5,327;9,986;1,121
ARCHER AX12;A;OPERADORES;PROVINCIA SUR;303;0;0;0;0;0;0;0;0;0;0;0;0
ARCHER AX12;A;RETAIL;LIMA;629;439;649;5,844;2,335;5,196;3,648;7,814;3,470;2,796;1,345;2,334;1,930
ARCHER AX23;A;MINORISTA;COMPUPALACE;357;0;0;0;1,117;138;0;0;0;0;536;3,127;986
ARCHER AX23;A;MINORISTA;LIMA;0;0;0;0;0;377;0;0;0;0;0;0;0
ARCHER AX23;A;MINORISTA;MALVINAS;0;0;0;92;138;0;92;0;0;508;0;0;0
ARCHER AX23;A;MINORISTA;MARSANO;0;0;0;46;138;0;0;0;0;92;138;0;0
ARCHER AX23;A;MINORISTA;PARURO;0;46;0;46;46;46;0;0;0;277;0;231;0
ARCHER AX23;A;MINORISTA;PROVINCIA CENTRO;185;239;0;286;746;955;955;372;462;95;191;0;0
ARCHER AX23;A;MINORISTA;PROVINCIA NORTE;882;138;0;829;923;143;508;282;1,388;0;1,149;954;0
ARCHER AX23;A;MINORISTA;PROVINCIA SUR;1,048;717;191;1,077;1,157;644;0;562;138;315;232;232;666
ARCHER AX23;A;MINORISTA;WILSON;1,846;138;0;3,092;508;4,753;3,234;4,111;923;323;2,203;692;2,215
ARCHER AX53;A;MINORISTA;COMPUPALACE;0;204;0;190;1,986;0;0;874;920;0;238;0;920
ARCHER AX53;A;MINORISTA;LIMA;0;49;477;334;238;0;242;0;951;0;717;2,401;0
ARCHER AX53;A;MINORISTA;MALVINAS;0;0;0;190;0;0;0;190;95;713;0;483;190
ARCHER AX53;A;MINORISTA;MARSANO;0;0;0;0;143;0;0;0;0;0;48;0;0
ARCHER AX53;A;MINORISTA;PARURO;102;101;143;0;1,198;0;190;0;0;0;238;666;0
ARCHER AX53;A;MINORISTA;PROVINCIA CENTRO;0;51;294;479;969;49;393;48;139;98;1,067;98;0
ARCHER AX53;A;MINORISTA;PROVINCIA NORTE;511;210;197;1,227;561;-48;475;996;3,095;0;2,519;629;239
ARCHER AX53;A;MINORISTA;PROVINCIA SUR;0;1,564;487;1,558;4,007;0;242;0;4,106;0;1,638;950;533
ARCHER AX53;A;MINORISTA;WILSON;1,125;2,812;1,799;4,469;5,800;0;2,405;7,829;951;-51;2,316;7,005;282
ARCHER AX53;A;RETAIL;LIMA;0;0;972;1,986;789;1,406;917;1,472;1,548;2,540;1,074;1,775;1,131
ARCHER AX72;A;MINORISTA;AZANGARO;0;0;0;0;0;0;0;89;0;0;0;0;0
ARCHER AX72;A;MINORISTA;COMPUPALACE;0;0;0;0;0;691;691;0;0;0;0;696;0
ARCHER AX72;A;MINORISTA;LIMA;0;178;357;0;0;714;0;0;3,746;0;892;0;0
ARCHER AX72;A;MINORISTA;MALVINAS;0;0;178;0;0;0;0;0;-89;178;0;0;0
ARCHER AX72;A;MINORISTA;MARSANO;0;0;363;0;0;0;535;0;0;0;0;0;0
ARCHER AX72;A;MINORISTA;PARURO;178;0;0;0;0;0;446;0;0;0;0;0;0
ARCHER AX72;A;MINORISTA;PROVINCIA CENTRO;0;0;92;0;0;372;0;0;0;0;268;0;0
ARCHER AX72;A;MINORISTA;PROVINCIA NORTE;0;0;0;0;0;250;357;360;181;0;624;178;0
ARCHER AX72;A;MINORISTA;PROVINCIA SUR;3,066;92;91;0;0;268;0;446;0;0;0;180;0
ARCHER AX72;A;MINORISTA;WILSON;4,163;714;2,915;0;0;7,760;3,838;3,422;892;0;1,427;5,838;178
ARCHER C24;A;MINORISTA;AZANGARO;0;0;0;0;0;0;0;84;0;0;0;0;0
ARCHER C24;A;MINORISTA;COMPUPALACE;1,478;492;0;0;328;168;821;168;1,831;0;439;0;657
ARCHER C24;A;MINORISTA;LIMA;117;0;503;0;67;168;51;0;0;336;84;176;0
ARCHER C24;A;MINORISTA;MALVINAS;50;84;638;587;185;84;419;762;0;336;503;172;201
ARCHER C24;A;MINORISTA;MARSANO;34;0;0;0;0;0;0;0;0;0;0;0;0
ARCHER C24;A;MINORISTA;PARURO;1,342;1,007;0;829;2,832;369;369;369;420;843;626;436;671
ARCHER C24;A;MINORISTA;PROVINCIA CENTRO;446;172;477;377;391;154;394;172;137;305;404;69;0
ARCHER C24;A;MINORISTA;PROVINCIA NORTE;224;162;162;359;336;0;524;0;839;168;506;0;419
ARCHER C24;A;MINORISTA;PROVINCIA SUR;1,319;642;2,751;702;1,405;1,238;255;1,090;498;1,462;1,113;639;137
ARCHER C24;A;MINORISTA;WILSON;1,091;671;3,186;3,385;671;945;1,058;1,541;155;1,060;1,810;1,506;755
ARCHER C86;A;INTEGRADOR;LIMA;0;0;0;0;0;0;0;0;0;0;0;39;0
ARCHER C86;A;MINORISTA;AZANGARO;79;228;0;0;0;0;0;0;0;0;114;0;0
ARCHER C86;A;MINORISTA;COMPUPALACE;76;76;114;0;0;0;0;74;3,140;0;0;0;0
ARCHER C86;A;MINORISTA;LIMA;0;39;1,043;79;0;342;0;0;0;0;457;0;0
ARCHER C86;A;MINORISTA;MALVINAS;381;190;190;0;190;0;305;180;0;0;0;0;0
ARCHER C86;A;MINORISTA;MARSANO;0;0;194;0;0;0;152;114;0;0;400;0;0
ARCHER C86;A;MINORISTA;PARURO;76;457;0;605;0;381;0;1,333;-38;0;0;495;381
ARCHER C86;A;MINORISTA;PROVINCIA CENTRO;39;0;0;276;158;79;0;433;0;0;748;236;197
ARCHER C86;A;MINORISTA;PROVINCIA NORTE;231;571;0;517;673;0;501;0;1,272;0;184;0;155
ARCHER C86;A;MINORISTA;PROVINCIA SUR;433;197;630;384;658;194;79;118;740;267;425;194;0
